rank	word	total_count	paper_count
1491	friend	6	6
1492	greatly	6	6
1493	grown	6	6
1494	image	6	6
1495	influenced	6	6
1496	lunch	6	6
1497	matters	6	6
1498	opinion	6	6
1499	pictures	6	6
1500	placed	6	6
1501	points	6	6
1502	possibilities	6	6
1503	raised	6	6
1504	regardless	6	6
1505	researcher	6	6
1506	searching	6	6
1507	seemingly	6	6
1508	solution	6	6
1509	sources	6	6
1510	spirit	6	6
1511	strange	6	6
1512	thoughts	6	6
1513	unfortunately	6	6
1514	unlike	6	6
1515	wants	6	6
1516	woman	6	6
1517	addition	6	5
1518	advise	6	5
1519	air	6	5
1520	alone	6	5
1521	appealing	6	5
1522	argues	6	5
1523	badly	6	5
1524	billion	6	5
1525	boys	6	5
1526	breathing	6	5
1527	bridge	6	5
1528	california	6	5
1529	carefully	6	5
1530	color	6	5
1531	combat	6	5
1532	concern	6	5
1533	concerned	6	5
1534	consistently	6	5
1535	court	6	5
1536	damaged	6	5
1537	debt	6	5
1538	decide	6	5
1539	definitely	6	5
1540	directly	6	5
1541	ease	6	5
1542	england	6	5
1543	entrepreneur	6	5
1544	existing	6	5
1545	familiar	6	5
1546	foundation	6	5
1547	gains	6	5
1548	goes	6	5
1549	implications	6	5
1550	inside	6	5
1551	intended	6	5
1552	land	6	5
1553	limit	6	5
1554	machines	6	5
1555	materials	6	5
1556	movie	6	5
1557	naturally	6	5
1558	necessity	6	5
1559	numerous	6	5
1560	offered	6	5
1561	option	6	5
1562	outcomes	6	5
1563	participate	6	5
1564	passionate	6	5
1565	permanent	6	5
1566	picture	6	5
1567	plenty	6	5
1568	position	6	5
1569	presence	6	5
1570	pressure	6	5
1571	promoted	6	5
1572	purchase	6	5
1573	qualified	6	5
1574	raising	6	5
1575	rare	6	5
1576	recognition	6	5
1577	sea	6	5
1578	strongly	6	5
1579	table	6	5
1580	typical	6	5
1581	useful	6	5
1582	uses	6	5
1583	worse	6	5
1584	affordable	6	4
1585	ages	6	4
1586	april	6	4
1587	argue	6	4
1588	bus	6	4
1589	calendar	6	4
1590	chat	6	4
1591	closely	6	4
1592	courses	6	4
1593	crisis	6	4
1594	dark	6	4
1595	entire	6	4
1596	estate	6	4
1597	excess	6	4
1598	fancy	6	4
1599	frequent	6	4
1600	fruits	6	4
1601	happier	6	4
1602	harmony	6	4
1603	indicator	6	4
1604	instant	6	4
1605	languages	6	4
1606	likes	6	4
1607	meant	6	4
1608	methods	6	4
1609	minds	6	4
1610	motivated	6	4
1611	native	6	4
1612	operating	6	4
1613	pays	6	4
1614	perceived	6	4
1615	photos	6	4
1616	policies	6	4
1617	principles	6	4
1618	property	6	4
1619	proud	6	4
1620	psychology	6	4
1621	rarely	6	4
1622	realise	6	4
1623	reasonable	6	4
1624	relatives	6	4
1625	reports	6	4
1626	safe	6	4
1627	sensitive	6	4
1628	severe	6	4
1629	shop	6	4
1630	snacks	6	4
1631	socialize	6	4
1632	solutions	6	4
1633	stated	6	4
1634	target	6	4
1635	tended	6	4
1636	tiny	6	4
1637	transfer	6	4
1638	typically	6	4
1639	village	6	4
1640	yearly	6	4
1641	applicants	6	3
1642	arguments	6	3
1643	articles	6	3
1644	autonomy	6	3
1645	closeness	6	3
1646	enabling	6	3
1647	graduate	6	3
1648	grain	6	3
1649	hiring	6	3
1650	innovation	6	3
1651	leisure	6	3
1652	liked	6	3
1653	meaningful	6	3
1654	paint	6	3
1655	processed	6	3
1656	request	6	3
1657	reviews	6	3
1658	rule	6	3
1659	software	6	3
1660	surveys	6	3
1661	talents	6	3
1662	tech	6	3
1663	ten	6	3
1664	user	6	3
1665	wage	6	3
1666	approval	6	2
1667	arts	6	2
1668	assignments	6	2
1669	convinced	6	2
1670	corn	6	2
1671	customer	6	2
1672	designers	6	2
1673	fake	6	2
1674	fox	6	2
1675	heanl	6	2
1676	hunger	6	2
1677	intervention	6	2
1678	medicines	6	2
1679	ninth	6	2
1680	supermarket	6	2
1681	touching	6	2
1682	wang	6	2
1683	actions	6	1
1684	amenities	6	1
1685	anumeric	6	1
1686	assistants	6	1
1687	bechtoldt	6	1
1688	conservation	6	1
1689	dancers	6	1
1690	deficiency	6	1
1691	ducks	6	1
1692	duckworth	6	1
1693	eleven	6	1
1694	fee	6	1
1695	fishing	6	1
1696	foulkes	6	1
1697	frauds	6	1
1698	horse	6	1
1699	joyce	6	1
1700	losers	6	1
1701	madison	6	1
1702	panda	6	1
1703	pasternak	6	1
1704	practicing	6	1
1705	proessor	6	1
1706	rem	6	1
1707	rivals	6	1
1708	seedlings	6	1
1709	timing	6	1
1710	vegan	6	1
1711	villas	6	1
1712	addicted	5	5
1713	adjust	5	5
1714	africa	5	5
1715	answers	5	5
1716	approximately	5	5
1717	asian	5	5
1718	attempt	5	5
1719	beginning	5	5
1720	birthday	5	5
1721	board	5	5
1722	buildings	5	5
1723	burden	5	5
1724	carry	5	5
1725	charged	5	5
1726	chief	5	5
1727	combination	5	5
1728	conflict	5	5
1729	confused	5	5
1730	connect	5	5
1731	connected	5	5
1732	contrary	5	5
1733	contributes	5	5
1734	convey	5	5
1735	demanding	5	5
1736	department	5	5
1737	depth	5	5
1738	describe	5	5
1739	determined	5	5
1740	emphasize	5	5
1741	encouraged	5	5
1742	enjoyable	5	5
1743	everything	5	5
1744	exact	5	5
1745	excessive	5	5
1746	favorite	5	5
1747	fell	5	5
1748	fighting	5	5
1749	focuses	5	5
1750	gets	5	5
1751	handle	5	5
1752	hardly	5	5
1753	held	5	5
1754	imply	5	5
1755	indicate	5	5
1756	indicates	5	5
1757	industries	5	5
1758	interacting	5	5
1759	invest	5	5
1760	lacks	5	5
1761	literature	5	5
1762	lots	5	5
1763	mainly	5	5
1764	merely	5	5
1765	met	5	5
1766	minority	5	5
1767	mood	5	5
1768	moved	5	5
1769	observed	5	5
1770	operation	5	5
1771	optimistic	5	5
1772	performed	5	5
1773	pollution	5	5
1774	pounds	5	5
1775	preferences	5	5
1776	pretty	5	5
1777	promotion	5	5
1778	purchasing	5	5
1779	pursue	5	5
1780	putting	5	5
1781	raises	5	5
1782	readily	5	5
1783	receiving	5	5
1784	recently	5	5
1785	record	5	5
1786	regarded	5	5
1787	relatively	5	5
1788	relax	5	5
1789	resulting	5	5
1790	rid	5	5
1791	roughly	5	5
1792	salary	5	5
1793	seven	5	5
1794	significantly	5	5
1795	sold	5	5
1796	therefore	5	5
1797	threat	5	5
1798	total	5	5
1799	treat	5	5
1800	treatment	5	5
1801	truth	5	5
1802	turned	5	5
1803	unusual	5	5
1804	urgent	5	5
1805	watch	5	5
1806	whose	5	5
1807	accident	5	4
1808	accomplishments	5	4
1809	acquire	5	4
1810	act	5	4
1811	address	5	4
1812	adult	5	4
1813	advanced	5	4
1814	alter	5	4
1815	apart	5	4
1816	appears	5	4
1817	assess	5	4
1818	atmosphere	5	4
1819	attach	5	4
1820	avoiding	5	4
1821	basis	5	4
1822	becomes	5	4
1823	beings	5	4
1824	bigger	5	4
1825	campus	5	4
1826	cancer	5	4
1827	capacity	5	4
1828	careers	5	4
1829	catch	5	4
1830	checking	5	4
1831	citizens	5	4
1832	closer	5	4
1833	complete	5	4
1834	complexity	5	4
1835	confirmed	5	4
1836	conflicts	5	4
1837	confusion	5	4
1838	conscious	5	4
1839	consideration	5	4
1840	convincing	5	4
1841	counterparts	5	4
1842	crowded	5	4
1843	dangerous	5	4
1844	death	5	4
1845	decade	5	4
1846	deciding	5	4
1847	dense	5	4
1848	designing	5	4
1849	disadvantages	5	4
1850	eager	5	4
1851	efficient	5	4
1852	eight	5	4
1853	employment	5	4
1854	engaged	5	4
1855	enjoyed	5	4
1856	environmentally	5	4
1857	estimate	5	4
1858	estimates	5	4
1859	examine	5	4
1860	exercising	5	4
1861	eye	5	4
1862	facts	5	4
1863	fast	5	4
1864	fear	5	4
1865	federal	5	4
1866	forced	5	4
1867	functions	5	4
1868	gradually	5	4
1869	guarantee	5	4
1870	guidelines	5	4
1871	heavily	5	4
1872	hospital	5	4
1873	identified	5	4
1874	identity	5	4
1875	illustrate	5	4
1876	increases	5	4
1877	intelligent	5	4
1878	investigation	5	4
1879	joining	5	4
1880	logical	5	4
1881	luck	5	4
1882	mechanical	5	4
1883	meetings	5	4
1884	nor	5	4
1885	obviously	5	4
1886	offering	5	4
1887	organisations	5	4
1888	pace	5	4
1889	party	5	4
1890	path	5	4
1891	patient	5	4
1892	perspective	5	4
1893	plays	5	4
1894	pleasant	5	4
1895	principle	5	4
1896	prior	5	4
1897	privilege	5	4
1898	processes	5	4
1899	produced	5	4
1900	profits	5	4
1901	promptly	5	4
1902	provided	5	4
1903	recommend	5	4
1904	recommendations	5	4
1905	records	5	4
1906	reduction	5	4
1907	region	5	4
1908	relevant	5	4
1909	response	5	4
1910	return	5	4
1911	rising	5	4
1912	schedule	5	4
1913	sector	5	4
1914	shifted	5	4
1915	slightly	5	4
1916	somewhat	5	4
1917	steps	5	4
1918	strictly	5	4
1919	suspect	5	4
1920	telling	5	4
1921	tendency	5	4
1922	tool	5	4
1923	tough	5	4
1924	tour	5	4
1925	treated	5	4
1926	tricky	5	4
1927	universities	5	4
1928	vast	5	4
1929	wellbeing	5	4
1930	wonderful	5	4
1931	worker	5	4
1932	academics	5	3
1933	academy	5	3
1934	adulthood	5	3
1935	affluent	5	3
1936	agreements	5	3
1937	artificial	5	3
1938	bills	5	3
1939	blame	5	3
1940	bone	5	3
1941	canada	5	3
1942	cash	5	3
1943	civil	5	3
1944	collaboration	5	3
1945	communities	5	3
1946	compulsory	5	3
1947	crash	5	3
1948	cultivating	5	3
1949	cure	5	3
1950	dependent	5	3
1951	drastically	5	3
1952	economist	5	3
1953	editing	5	3
1954	educated	5	3
1955	eggs	5	3
1956	errors	5	3
1957	expressed	5	3
1958	flexibility	5	3
1959	flights	5	3
1960	furniture	5	3
1961	genders	5	3
1962	happens	5	3
1963	hormones	5	3
1964	incredible	5	3
1965	instance	5	3
1966	lab	5	3
1967	limitations	5	3
1968	manufacturing	5	3
1969	memory	5	3
1970	moment	5	3
1971	nations	5	3
1972	nightmare	5	3
1973	nutrients	5	3
1974	occur	5	3
1975	opening	5	3
1976	opinions	5	3
1977	outer	5	3
1978	overcome	5	3
1979	personalities	5	3
1980	privacy	5	3
1981	promising	5	3
1982	readers	5	3
1983	regard	5	3
1984	remarkable	5	3
1985	reporting	5	3
1986	reward	5	3
1987	richard	5	3
1988	rival	5	3
1989	rooms	5	3
1990	star	5	3
1991	streets	5	3
1992	sugary	5	3
1993	suit	5	3
1994	trade	5	3
1995	vitamins	5	3
1996	volume	5	3
1997	wasted	5	3
1998	wisdom	5	3
1999	won	5	3
2000	appearance	5	2
2001	china	5	2
2002	cocoa	5	2
2003	covid	5	2
2004	declining	5	2
2005	dictionary	5	2
2006	disadvantage	5	2
2007	discipline	5	2
2008	favored	5	2
2009	golden	5	2
2010	hairdresser	5	2
2011	hire	5	2
2012	hourly	5	2
2013	instinctive	5	2
2014	intimacy	5	2
2015	majors	5	2
2016	mediterranean	5	2
2017	mothers	5	2
2018	paintings	5	2
2019	prize	5	2
2020	quantities	5	2
2021	rational	5	2
2022	recognize	5	2
2023	recycling	5	2
2024	rock	5	2
2025	setbacks	5	2
2026	smartphones	5	2
2027	snow	5	2
2028	strength	5	2
2029	trait	5	2
2030	waking	5	2
2031	absences	5	1
2032	ants	5	1
2033	aquaculture	5	1
2034	cloud	5	1
2035	coworkers	5	1
2036	deviance	5	1
2037	elephant	5	1
2038	evil	5	1
2039	farmed	5	1
2040	fashions	5	1
2041	hershfield	5	1
2042	holidaymakers	5	1
2043	humble	5	1
2044	jake	5	1
2045	mates	5	1
2046	meatless	5	1
2047	medal	5	1
2048	mums	5	1
2049	nascar	5	1
2050	o'keee	5	1
2051	oten	5	1
2052	ound	5	1
2053	parking	5	1
2054	recipes	5	1
2055	reciprocity	5	1
2056	rewards	5	1
2057	shakespeare	5	1
2058	siri	5	1
2059	sugars	5	1
2060	teeth	5	1
2061	tipton	5	1
2062	above	4	4
2063	actively	4	4
2064	adaptable	4	4
2065	adopting	4	4
2066	advocates	4	4
2067	affecting	4	4
2068	amazing	4	4
2069	application	4	4
2070	applying	4	4
2071	associate	4	4
2072	attitude	4	4
2073	balanced	4	4
2074	boss	4	4
2075	bottom	4	4
2076	causing	4	4
2077	centre	4	4
2078	chairs	4	4
2079	circumstances	4	4
2080	claimed	4	4
2081	claims	4	4
2082	clinical	4	4
2083	collection	4	4
2084	communicate	4	4
2085	compare	4	4
2086	comparison	4	4
2087	conducting	4	4
2088	considerably	4	4
2089	constant	4	4
2090	consultant	4	4
2091	consumer	4	4
2092	context	4	4
2093	continues	4	4
2094	contrast	4	4
2095	conversations	4	4
2096	costly	4	4
2097	decided	4	4
2098	deeply	4	4
2099	define	4	4
2100	defined	4	4
2101	deserted	4	4
2102	desirable	4	4
2103	direct	4	4
2104	disaster	4	4
2105	dollars	4	4
2106	emergency	4	4
2107	emerging	4	4
2108	endless	4	4
2109	enhanced	4	4
2110	enjoys	4	4
2111	entering	4	4
2112	essentially	4	4
2113	establish	4	4
2114	established	4	4
2115	everyday	4	4
2116	excited	4	4
2117	excluded	4	4
2118	exposed	4	4
2119	exposure	4	4
2120	extensive	4	4
2121	eyes	4	4
2122	fellow	4	4
2123	fifty	4	4
2124	firm	4	4
2125	flavor	4	4
2126	focusing	4	4
2127	follows	4	4
2128	fortune	4	4
2129	generation	4	4
2130	generous	4	4
2131	himself	4	4
2132	ignored	4	4
2133	immediately	4	4
2134	importantly	4	4
2135	impressed	4	4
2136	improvement	4	4
2137	inexpensive	4	4
2138	injured	4	4
2139	installed	4	4
2140	involving	4	4
2141	italian	4	4
2142	keen	4	4
2143	landing	4	4
2144	largest	4	4
2145	lay	4	4
2146	leaving	4	4
2147	limits	4	4
2148	lived	4	4
2149	markets	4	4
2150	master	4	4
2151	mentally	4	4
2152	models	4	4
2153	moderate	4	4
2154	moral	4	4
2155	named	4	4
2156	neither	4	4
2157	north	4	4
2158	northern	4	4
2159	noted	4	4
2160	notice	4	4
2161	ongoing	4	4
2162	outdoors	4	4
2163	overwhelmed	4	4
2164	passing	4	4
2165	plus	4	4
2166	possibility	4	4
2167	possibly	4	4
2168	precise	4	4
2169	prefers	4	4
2170	preparations	4	4
2171	previously	4	4
2172	primary	4	4
2173	problematic	4	4
2174	produces	4	4
2175	professionals	4	4
2176	properly	4	4
2177	proportion	4	4
2178	pull	4	4
2179	push	4	4
2180	puzzled	4	4
2181	ran	4	4
2182	rated	4	4
2183	reached	4	4
2184	recognizing	4	4
2185	reflected	4	4
2186	reluctant	4	4
2187	removed	4	4
2188	renting	4	4
2189	requests	4	4
2190	reserved	4	4
2191	resolve	4	4
2192	retire	4	4
2193	revealed	4	4
2194	review	4	4
2195	ride	4	4
2196	risky	4	4
2197	schedules	4	4
2198	shared	4	4
2199	sharply	4	4
2200	signs	4	4
2201	sit	4	4
2202	sites	4	4
2203	stayed	4	4
2204	stimulate	4	4
2205	straightforward	4	4
2206	street	4	4
2207	strive	4	4
2208	stronger	4	4
2209	style	4	4
2210	suddenly	4	4
2211	supplies	4	4
2212	surfing	4	4
2213	surprising	4	4
2214	sustain	4	4
2215	television	4	4
2216	temperature	4	4
2217	totally	4	4
2218	touch	4	4
2219	translation	4	4
2220	traveling	4	4
2221	understood	4	4
2222	unless	4	4
2223	views	4	4
2224	vigorous	4	4
2225	visual	4	4
2226	war	4	4
2227	acceptable	4	3
2228	achieving	4	3
2229	acknowledge	4	3
2230	advancement	4	3
2231	advantages	4	3
2232	aisles	4	3
2233	applications	4	3
2234	appreciate	4	3
2235	assistance	4	3
2236	association	4	3
2237	automatic	4	3
2238	baby	4	3
2239	begun	4	3
2240	behave	4	3
2241	belong	4	3
2242	belonging	4	3
2243	birds	4	3
2244	bought	4	3
2245	brand	4	3
2246	brands	4	3
2247	burnout	4	3
2248	captured	4	3
2249	ceremony	4	3
2250	chemical	4	3
2251	childcare	4	3
2252	clever	4	3
2253	comfortable	4	3
2254	commit	4	3
2255	completed	4	3
2256	comprehension	4	3
2257	conceal	4	3
2258	concentrate	4	3
2259	considerable	4	3
2260	consumed	4	3
2261	contains	4	3
2262	cutting	4	3
2263	danger	4	3
2264	deliver	4	3
2265	differently	4	3
2266	discover	4	3
2267	discuss	4	3
2268	distractions	4	3
2269	doctor	4	3
2270	documented	4	3
2271	dog	4	3
2272	donations	4	3
2273	doors	4	3
2274	edge	4	3
2275	era	4	3
2276	excel	4	3
2277	exciting	4	3
2278	exhausting	4	3
2279	experienced	4	3
2280	experiments	4	3
2281	facebook	4	3
2282	failures	4	3
2283	frustrated	4	3
2284	functioning	4	3
2285	fund	4	3
2286	green	4	3
2287	grocery	4	3
2288	hearts	4	3
2289	hitting	4	3
2290	hope	4	3
2291	host	4	3
2292	household	4	3
2293	humanity	4	3
2294	imagine	4	3
2295	imitate	4	3
2296	informed	4	3
2297	infrastructure	4	3
2298	initiative	4	3
2299	interpret	4	3
2300	introduce	4	3
2301	isolated	4	3
2302	john	4	3
2303	kitchen	4	3
2304	lens	4	3
2305	loans	4	3
2306	london	4	3
2307	magazine	4	3
2308	magic	4	3
2309	maintaining	4	3
2310	maximum	4	3
2311	meal	4	3
2312	mentality	4	3
2313	method	4	3
2314	misleading	4	3
2315	modest	4	3
2316	morning	4	3
2317	motivating	4	3
2318	net	4	3
2319	newly	4	3
2320	official	4	3
2321	ohio	4	3
2322	original	4	3
2323	outcome	4	3
2324	outcompete	4	3
2325	outdoor	4	3
2326	owned	4	3
2327	papers	4	3
2328	parent	4	3
2329	permanently	4	3
2330	permission	4	3
2331	physically	4	3
2332	physicians	4	3
2333	prefer	4	3
2334	preparing	4	3
2335	prevention	4	3
2336	publicly	4	3
2337	pupils	4	3
2338	quit	4	3
2339	ready	4	3
2340	refer	4	3
2341	regions	4	3
2342	requirements	4	3
2343	rescue	4	3
2344	retiring	4	3
2345	risen	4	3
2346	seemed	4	3
2347	sells	4	3
2348	serve	4	3
2349	served	4	3
2350	shrinking	4	3
2351	site	4	3
2352	skilled	4	3
2353	slow	4	3
2354	smaller	4	3
2355	somewhere	4	3
2356	spouse	4	3
2357	stopped	4	3
2358	strengthened	4	3
2359	stressed	4	3
2360	sum	4	3
2361	sun	4	3
2362	supported	4	3
2363	surely	4	3
2364	surprised	4	3
2365	survive	4	3
2366	swimming	4	3
2367	teach	4	3
2368	teenage	4	3
2369	terrible	4	3
2370	testing	4	3
2371	thrive	4	3
2372	ticket	4	3
2373	unknown	4	3
2374	unrealistic	4	3
2375	unwanted	4	3
2376	useless	4	3
2377	victim	4	3
2378	villagers	4	3
2379	watching	4	3
2380	winter	4	3
2381	workforce	4	3
2382	writer	4	3
2383	agreement	4	2
2384	app	4	2
2385	appetite	4	2
2386	architect	4	2
2387	assistant	4	2
2388	attraction	4	2
2389	attributed	4	2
2390	awarded	4	2
2391	beef	4	2
2392	cheat	4	2
2393	cholesterol	4	2
2394	cinema	4	2
2395	collaborate	4	2
2396	commitment	4	2
2397	compatible	4	2
2398	concrete	4	2
2399	dads	4	2
2400	david	4	2
2401	discount	4	2
2402	dishes	4	2
2403	distant	4	2
2404	distribution	4	2
2405	dolphins	4	2
2406	earth	4	2
2407	eliminate	4	2
2408	enjoyment	4	2
2409	ensuring	4	2
2410	fatigue	4	2
2411	fingers	4	2
2412	former	4	2
2413	grant	4	2
2414	housework	4	2
2415	incomes	4	2
2416	interventions	4	2
2417	judges	4	2
2418	jumping	4	2
2419	king	4	2
2420	letter	4	2
2421	lying	4	2
2422	mindsets	4	2
2423	nap	4	2
2424	networking	4	2
2425	nutritious	4	2
2426	olympic	4	2
2427	package	4	2
2428	pieces	4	2
2429	pile	4	2
2430	player	4	2
2431	pound	4	2
2432	preserve	4	2
2433	puzzles	4	2
2434	rating	4	2
2435	recycled	4	2
2436	redesigned	4	2
2437	seating	4	2
2438	seniors	4	2
2439	stores	4	2
2440	taxes	4	2
2441	teamwork	4	2
2442	tells	4	2
2443	tonnes	4	2
2444	traps	4	2
2445	travelers	4	2
2446	tricks	4	2
2447	unemployed	4	2
2448	unethical	4	2
2449	vegetarians	4	2
2450	walls	4	2
2451	walsh	4	2
2452	wildlife	4	2
2453	afection	4	1
2454	airfares	4	1
2455	bans	4	1
2456	bats	4	1
2457	bones	4	1
2458	bored	4	1
2459	broadcasting	4	1
2460	carbon	4	1
2461	coca	4	1
2462	cyclists	4	1
2463	distinctions	4	1
2464	dittoh	4	1
2465	domestic	4	1
2466	dorm	4	1
2467	earners	4	1
2468	ecclestone	4	1
2469	emissions	4	1
2470	fan	4	1
2471	fine	4	1
2472	fountains	4	1
2473	gamers	4	1
2474	humility	4	1
2475	immigrants	4	1
2476	intensity	4	1
2477	jarvis	4	1
2478	jfl	4	1
2479	labelling	4	1
2480	layer	4	1
2481	lean	4	1
2482	learner	4	1
2483	napping	4	1
2484	narrative	4	1
2485	nestle	4	1
2486	nobel	4	1
2487	numerical	4	1
2488	paternity	4	1
2489	poisonous	4	1
2490	pools	4	1
2491	shrimp	4	1
2492	snacking	4	1
2493	spacing	4	1
2494	stocks	4	1
2495	throughput	4	1
2496	title	4	1
2497	abandoned	3	3
2498	abilities	3	3
2499	absolutely	3	3
2500	accomplish	3	3
2501	adapted	3	3
2502	adjustments	3	3
2503	administration	3	3
2504	adopted	3	3
2505	advance	3	3
2506	affairs	3	3
2507	agents	3	3
2508	aggressive	3	3
2509	alive	3	3
2510	announced	3	3
2511	answered	3	3
2512	anticipate	3	3
2513	anywhere	3	3
2514	apparently	3	3
2515	applies	3	3
2516	approaches	3	3
2517	appropriate	3	3
2518	arrive	3	3
2519	asia	3	3
2520	associating	3	3
2521	associations	3	3
2522	attachment	3	3
2523	australia	3	3
2524	authorities	3	3
2525	backed	3	3
2526	basics	3	3
2527	bathrooms	3	3
2528	beat	3	3
2529	bird	3	3
2530	blog	3	3
2531	boosting	3	3
2532	bound	3	3
2533	boxes	3	3
2534	breakfast	3	3
2535	bringing	3	3
2536	broadening	3	3
2537	bullied	3	3
2538	capability	3	3
2539	careful	3	3
2540	caring	3	3
2541	casually	3	3
2542	cat	3	3
2543	characteristic	3	3
2544	chose	3	3
2545	claiming	3	3
2546	clock	3	3
2547	closing	3	3
2548	comfort	3	3
2549	commercial	3	3
2550	communicative	3	3
2551	compete	3	3
2552	complaints	3	3
2553	component	3	3
2554	computers	3	3
2555	concludes	3	3
2556	conduct	3	3
2557	connecting	3	3
2558	considers	3	3
2559	constitutes	3	3
2560	construction	3	3
2561	content	3	3
2562	continuously	3	3
2563	convenient	3	3
2564	correct	3	3
2565	counter	3	3
2566	creatures	3	3
2567	curious	3	3
2568	damaging	3	3
2569	deadline	3	3
2570	deals	3	3
2571	debated	3	3
2572	decreased	3	3
2573	depending	3	3
2574	deserve	3	3
2575	desired	3	3
2576	desires	3	3
2577	determining	3	3
2578	device	3	3
2579	differs	3	3
2580	digitally	3	3
2581	discomfort	3	3
2582	discovering	3	3
2583	discrimination	3	3
2584	dish	3	3
2585	dismissed	3	3
2586	distinguish	3	3
2587	district	3	3
2588	dramatically	3	3
2589	dull	3	3
2590	engagement	3	3
2591	enhancing	3	3
2592	ensures	3	3
2593	entertainment	3	3
2594	equipment	3	3
2595	equipped	3	3
2596	ethical	3	3
2597	evolution	3	3
2598	examples	3	3
2599	exists	3	3
2600	expectation	3	3
2601	explain	3	3
2602	explains	3	3
2603	extensively	3	3
2604	facilitate	3	3
2605	fallen	3	3
2606	fascinated	3	3
2607	fashioned	3	3
2608	fight	3	3
2609	fill	3	3
2610	filled	3	3
2611	financially	3	3
2612	finish	3	3
2613	fire	3	3
2614	fix	3	3
2615	football	3	3
2616	forces	3	3
2617	forgot	3	3
2618	frame	3	3
2619	freedom	3	3
2620	frightening	3	3
2621	fulfillment	3	3
2622	fundamental	3	3
2623	funds	3	3
2624	gaining	3	3
2625	gathered	3	3
2626	gathering	3	3
2627	gift	3	3
2628	gives	3	3
2629	grains	3	3
2630	guided	3	3
2631	hang	3	3
2632	hired	3	3
2633	historically	3	3
2634	hug	3	3
2635	identifying	3	3
2636	immature	3	3
2637	impacted	3	3
2638	implemented	3	3
2639	implies	3	3
2640	incentive	3	3
2641	includes	3	3
2642	incredibly	3	3
2643	indifferent	3	3
2644	inevitable	3	3
2645	initial	3	3
2646	insisted	3	3
2647	instantly	3	3
2648	institute	3	3
2649	insurance	3	3
2650	join	3	3
2651	judging	3	3
2652	judgment	3	3
2653	jump	3	3
2654	keeps	3	3
2655	knew	3	3
2656	lacking	3	3
2657	landscape	3	3
2658	launch	3	3
2659	leaves	3	3
2660	lie	3	3
2661	linking	3	3
2662	listen	3	3
2663	loan	3	3
2664	locals	3	3
2665	lonely	3	3
2666	losses	3	3
2667	loves	3	3
2668	loyalty	3	3
2669	mainstream	3	3
2670	manual	3	3
2671	married	3	3
2672	measure	3	3
2673	mere	3	3
2674	milk	3	3
2675	monthly	3	3
2676	morally	3	3
2677	myself	3	3
2678	mystery	3	3
2679	nearest	3	3
2680	newcastle	3	3
2681	newspaper	3	3
2682	nine	3	3
2683	noisy	3	3
2684	none	3	3
2685	noticed	3	3
2686	nowhere	3	3
2687	nutrient	3	3
2688	nutritional	3	3
2689	objective	3	3
2690	occupied	3	3
2691	olds	3	3
2692	openness	3	3
2693	opposite	3	3
2694	organisation	3	3
2695	organized	3	3
2696	originated	3	3
2697	outperform	3	3
2698	outstanding	3	3
2699	panic	3	3
2700	patience	3	3
2701	peak	3	3
2702	perceive	3	3
2703	perception	3	3
2704	performing	3	3
2705	persuade	3	3
2706	pharmaceutical	3	3
2707	phase	3	3
2708	platform	3	3
2709	pocket	3	3
2710	political	3	3
2711	poorer	3	3
2712	poorly	3	3
2713	pop	3	3
2714	possess	3	3
2715	practices	3	3
2716	precisely	3	3
2717	presented	3	3
2718	prevailing	3	3
2719	primarily	3	3
2720	priority	3	3
2721	programme	3	3
2722	projects	3	3
2723	prompt	3	3
2724	protecting	3	3
2725	providers	3	3
2726	pushing	3	3
2727	radical	3	3
2728	reaction	3	3
2729	recognized	3	3
2730	recruiting	3	3
2731	refined	3	3
2732	refraining	3	3
2733	regards	3	3
2734	regional	3	3
2735	reinforces	3	3
2736	relieve	3	3
2737	remained	3	3
2738	reminded	3	3
2739	rendered	3	3
2740	replaced	3	3
2741	represents	3	3
2742	researching	3	3
2743	restructured	3	3
2744	resulted	3	3
2745	retired	3	3
2746	sad	3	3
2747	safely	3	3
2748	sample	3	3
2749	satisfy	3	3
2750	saves	3	3
2751	scholar	3	3
2752	screen	3	3
2753	secondary	3	3
2754	seeing	3	3
2755	seldom	3	3
2756	separate	3	3
2757	serving	3	3
2758	severely	3	3
2759	sharp	3	3
2760	shoppers	3	3
2761	similarly	3	3
2762	sister	3	3
2763	sitting	3	3
2764	skin	3	3
2765	sleeping	3	3
2766	slowing	3	3
2767	slowly	3	3
2768	smartphone	3	3
2769	solid	3	3
2770	solved	3	3
2771	sophisticated	3	3
2772	sought	3	3
2773	sparked	3	3
2774	speakers	3	3
2775	speaks	3	3
2776	specifically	3	3
2777	spots	3	3
2778	spread	3	3
2779	spring	3	3
2780	stage	3	3
2781	standards	3	3
2782	standing	3	3
2783	stimulates	3	3
2784	stolen	3	3
2785	strain	3	3
2786	stressful	3	3
2787	suffers	3	3
2788	sufficient	3	3
2789	suitable	3	3
2790	sums	3	3
2791	superficial	3	3
2792	surgery	3	3
2793	surprise	3	3
2794	surprisingly	3	3
2795	suspicion	3	3
2796	sympathy	3	3
2797	tasty	3	3
2798	teaches	3	3
2799	technological	3	3
2800	tends	3	3
2801	tested	3	3
2802	thinks	3	3
2803	thousands	3	3
2804	tons	3	3
2805	train	3	3
2806	traveled	3	3
2807	tree	3	3
2808	unacceptable	3	3
